Dice1,Dice2,IoU1,IoU2
0.9818822741508484,1.0,0.9644094109535217,1.0
0.9797019958496094,1.0,0.9602115750312805,1.0
0.9817556142807007,1.0,0.9641650319099426,1.0
0.9835742712020874,1.0,0.9676794409751892,1.0
0.9851521849632263,1.0,0.9707388281822205,1.0
0.9828692674636841,1.0,0.966315507888794,1.0
0.9301965236663818,1.0,0.8695023059844971,1.0
0.9628303050994873,1.0,0.928324818611145,1.0
0.9721794128417969,1.0,0.9458648562431335,1.0
0.9874731302261353,1.0,0.9752562046051025,1.0
0.9883059859275818,1.0,0.97688227891922,1.0
0.987630307674408,1.0,0.9755629301071167,1.0
0.9867870211601257,1.0,0.9739186763763428,1.0
0.9828087687492371,1.0,0.9661986231803894,1.0
0.9819644689559937,1.0,0.9645679593086243,1.0
0.9799185991287231,1.0,0.9606278538703918,1.0
0.9763280749320984,1.0,0.9537510275840759,1.0
0.911125659942627,1.0,0.8367592096328735,1.0
0.9051027297973633,1.0,0.826655387878418,1.0
0.9403498768806458,1.0,0.8874154686927795,1.0
0.8902463912963867,1.0,0.8022018074989319,1.0
0.829891562461853,1.0,0.7092432975769043,1.0
0.7908280491828918,1.0,0.6540244221687317,1.0
0.8045527935028076,1.0,0.6730141043663025,1.0
0.7769370079040527,1.0,0.6352387070655823,1.0
0.7483413219451904,1.0,0.5978797078132629,1.0
0.7481111884117126,1.0,0.5975859761238098,1.0
0.7559511065483093,1.0,0.6076538562774658,1.0
0.7586307525634766,1.0,0.6111242175102234,1.0
0.7596781253814697,1.0,0.6124846935272217,1.0
0.7475184202194214,1.0,0.5968298316001892,1.0
0.7330833673477173,1.0,0.5786358118057251,1.0
0.7241692543029785,1.0,0.5676060318946838,1.0
0.7103996872901917,1.0,0.5508680939674377,1.0
0.661663830280304,1.0,0.4943928122520447,1.0
0.6303373575210571,1.0,0.4602135717868805,1.0
0.6325821280479431,1.0,0.46261066198349,1.0
0.6273764371871948,1.0,0.4570637047290802,1.0
0.5945479869842529,1.0,0.42302972078323364,1.0
0.5636253356933594,1.0,0.39239436388015747,1.0
0.5321569442749023,1.0,0.3625434935092926,1.0
0.4431103467941284,1.0,0.2846125662326813,1.0
0.4276685416698456,1.0,0.2719964385032654,1.0
0.3903050422668457,1.0,0.24247144162654877,1.0
0.3252427279949188,1.0,0.19420289993286133,1.0
0.2706480324268341,0.0,0.15650257468223572,0.0
0.2865583598613739,1.0,0.16724137961864471,1.0
0.2666666805744171,1.0,0.1538461595773697,1.0
0.6315789222717285,1.0,0.4615384638309479,1.0
0.7524752616882324,1.0,0.60317462682724,1.0
0.678966760635376,1.0,0.5139665007591248,1.0
0.731249988079071,1.0,0.5763546824455261,1.0
0.7365591526031494,1.0,0.5829787254333496,1.0
0.7956521511077881,1.0,0.660649836063385,1.0
0.8924731016159058,1.0,0.8058252334594727,1.0
0.9037266969680786,1.0,0.8243626356124878,1.0
0.8987160921096802,1.0,0.8160621523857117,1.0
0.9294710159301758,1.0,0.8682352900505066,1.0
0.9212962985038757,1.0,0.8540772795677185,1.0
0.9285714030265808,1.0,0.8666666746139526,1.0
0.9251012206077576,1.0,0.860640287399292,1.0
0.8990654349327087,1.0,0.8166383504867554,1.0
0.9163144826889038,1.0,0.8455538153648376,1.0
0.9294026494026184,1.0,0.8681159615516663,1.0
0.9317038059234619,1.0,0.8721399903297424,1.0
0.9293729662895203,1.0,0.8680641055107117,1.0
0.9403076767921448,1.0,0.8873403072357178,1.0
0.9458987712860107,1.0,0.8973509669303894,1.0
0.9606044292449951,1.0,0.9241952300071716,1.0
0.9573264718055725,1.0,0.9181459546089172,1.0
0.9619511961936951,1.0,0.9266917109489441,1.0
0.9764816761016846,1.0,0.9540441036224365,1.0
0.9800904989242554,1.0,0.9609583020210266,1.0
0.9740708470344543,1.0,0.9494524002075195,1.0
0.9738697409629822,1.0,0.9490703344345093,1.0
0.9634684920310974,1.0,0.9295120239257812,1.0
0.9766213893890381,1.0,0.954310953617096,1.0
0.976828396320343,1.0,0.9547063112258911,1.0
0.9705983996391296,1.0,0.9428763389587402,1.0
0.9635278582572937,1.0,0.9296225309371948,1.0
0.9588159322738647,1.0,0.9208899736404419,1.0
0.9679427146911621,1.0,0.9378769397735596,1.0
0.973541796207428,1.0,0.948447585105896,1.0
0.980551540851593,1.0,0.9618450999259949,1.0
0.9827008843421936,1.0,0.9659901261329651,1.0
0.9823895692825317,1.0,0.9653887152671814,1.0
0.981501042842865,1.0,0.9636741280555725,1.0
0.9830942749977112,1.0,0.9667506217956543,1.0
0.9799057245254517,1.0,0.9606031179428101,1.0
0.9798561334609985,1.0,0.9605077505111694,1.0
0.9834614396095276,1.0,0.9674610495567322,1.0
0.9795091152191162,1.0,0.9598411321640015,1.0
0.982433021068573,1.0,0.9654725790023804,1.0
0.982154369354248,1.0,0.9649345278739929,1.0
0.9874739050865173,1.0,0.9752577543258667,1.0
0.9862515330314636,1.0,0.9728759527206421,1.0
0.9843566417694092,1.0,0.9691952466964722,1.0
0.9830508232116699,1.0,0.9666666388511658,1.0
0.9819720387458801,1.0,0.9645825624465942,1.0
0.9636778235435486,1.0,0.9299017786979675,1.0
0.9506936073303223,1.0,0.906020998954773,1.0
0.9489597082138062,1.0,0.9028765559196472,1.0
0.9723345637321472,1.0,0.9461587071418762,1.0
0.9686084389686584,1.0,0.9391278028488159,1.0
0.967381477355957,1.0,0.9368236064910889,1.0
0.9813070297241211,1.0,0.9633000493049622,1.0
0.9821298718452454,1.0,0.964887261390686,1.0
0.9820512533187866,1.0,0.9647355079650879,1.0
0.9824463725090027,1.0,0.9654983282089233,1.0
0.9825369119644165,1.0,0.9656732082366943,1.0
0.9853388071060181,1.0,0.9711012840270996,1.0
0.9862337708473206,1.0,0.9728413820266724,1.0
0.9852997660636902,1.0,0.9710254669189453,1.0
0.989919126033783,1.0,0.9800394177436829,1.0
0.989650547504425,1.0,0.9795131087303162,1.0
0.987943172454834,1.0,0.9761736392974854,1.0
0.9871314764022827,1.0,0.974590003490448,1.0
0.9836851358413696,1.0,0.9678940176963806,1.0
0.9866427183151245,1.0,0.973637580871582,1.0
0.9870500564575195,1.0,0.9744312167167664,1.0
0.9840996861457825,1.0,0.9686971306800842,1.0
0.9812868237495422,1.0,0.963261067867279,1.0
0.9895108342170715,1.0,0.9792394638061523,1.0
0.9767816066741943,1.0,0.954616904258728,1.0
0.967830240726471,1.0,0.9376657605171204,1.0
0.9635913372039795,1.0,0.9297406673431396,1.0
0.9699346423149109,1.0,0.9416243433952332,1.0
0.9722400307655334,1.0,0.945979654788971,1.0
0.9703929424285889,1.0,0.9424886703491211,1.0
0.9702553153038025,1.0,0.9422290325164795,1.0
0.9754325151443481,1.0,0.9520432353019714,1.0
0.9676981568336487,0.0,0.9374178647994995,0.0
0.9650073647499084,0.0,0.9323809742927551,0.0
0.9608529806137085,0.0,0.9246554374694824,0.0
0.959671139717102,0.0,0.9224690794944763,0.0
0.9637797474861145,0.0,0.9300916194915771,0.0
0.9602094292640686,0.0,0.9234642386436462,0.0
0.9692239165306091,0.0,0.9402855634689331,0.0
0.9693780541419983,0.0,0.9405757784843445,0.0
0.9650149941444397,0.0,0.9323951601982117,0.0
0.9660478830337524,0.0,0.9343255162239075,0.0
0.9637975096702576,0.0,0.9301246404647827,0.0
0.9590036869049072,0.0,0.9212363958358765,0.0
0.9600478410720825,0.0,0.9231654405593872,0.0
0.9559041857719421,1.0,0.9155330061912537,1.0
0.9595390558242798,1.0,0.9222249388694763,1.0
0.9656600952148438,1.0,0.9336003661155701,1.0
0.9628484845161438,1.0,0.9283585548400879,1.0
0.9613471627235413,1.0,0.9255712032318115,1.0
0.9560233950614929,1.0,0.9157517552375793,1.0
0.957988977432251,1.0,0.9193655252456665,1.0
0.9613105058670044,1.0,0.9255032539367676,1.0
0.9627325534820557,1.0,0.9281430840492249,1.0
0.9600042700767517,1.0,0.9230847954750061,1.0
0.9613329172134399,1.0,0.925544798374176,1.0
0.9629253149032593,1.0,0.9285014867782593,1.0
0.9641010165214539,1.0,0.9306902289390564,1.0
0.9599064588546753,1.0,0.9229039549827576,1.0
0.9560691714286804,1.0,0.9158356785774231,1.0
0.9590757489204407,1.0,0.9213693737983704,1.0
0.9595973491668701,1.0,0.9223326444625854,1.0
0.9665508270263672,1.0,0.9352668523788452,1.0
0.969578206539154,1.0,0.940952718257904,1.0
0.9720724821090698,1.0,0.9456624388694763,1.0
0.9690478444099426,1.0,0.9399542212486267,1.0
0.9577750563621521,1.0,0.9189714789390564,1.0
0.9693076014518738,1.0,0.9404430985450745,1.0
0.9677947759628296,1.0,0.9375991821289062,1.0
0.9650391340255737,1.0,0.9324402809143066,1.0
0.9682122468948364,1.0,0.938383162021637,1.0
0.9691707491874695,1.0,0.940185546875,1.0
0.9694105982780457,1.0,0.9406370520591736,1.0
0.9724552631378174,1.0,0.9463872909545898,1.0
0.9682042002677917,0.0,0.9383680820465088,0.0
0.9649080634117126,0.0,0.9321954846382141,0.0
0.9681911468505859,0.0,0.9383435845375061,0.0
0.9615594744682312,1.0,0.9259648323059082,1.0
0.9641536474227905,1.0,0.9307882785797119,1.0
0.9662042856216431,1.0,0.9346182346343994,1.0
0.9687607884407043,1.0,0.9394142031669617,1.0
0.9682356715202332,1.0,0.9384271502494812,1.0
0.9689943194389343,1.0,0.9398535490036011,1.0
0.9725602865219116,1.0,0.9465861916542053,1.0
0.9731317758560181,1.0,0.9476695656776428,1.0
0.9723604321479797,1.0,0.9462076425552368,1.0
0.9772980809211731,1.0,0.9556040167808533,1.0
0.9749869704246521,1.0,0.9511947631835938,1.0
0.9762906432151794,1.0,0.9536795616149902,1.0
0.9789060354232788,1.0,0.9586836695671082,1.0
0.9782474637031555,1.0,0.9574211239814758,1.0
0.9782825708389282,1.0,0.9574884176254272,1.0
0.9768924117088318,1.0,0.954828679561615,1.0
0.9800533652305603,1.0,0.9608868956565857,1.0
0.9782149195671082,1.0,0.9573587775230408,1.0
0.9825294613838196,0.0,0.9656588435173035,0.0
0.9764727354049683,0.47058823704719543,0.9540270566940308,0.307692289352417
0.9762821197509766,0.75,0.9536632895469666,0.6000000238418579
0.9770735502243042,0.8571428656578064,0.9551747441291809,0.75
0.9710309505462646,0.1621621549129486,0.9436930418014526,0.0882352963089943
0.9741938710212708,0.0,0.9496861696243286,0.0
0.9747471809387207,0.0,0.9507383704185486,0.0
0.9767658710479736,0.0,0.9545868635177612,0.0
0.970989465713501,0.0,0.943614661693573,0.0
0.9778627157211304,1.0,0.9566843509674072,1.0
0.9741212725639343,1.0,0.9495481848716736,1.0
0.9732477068901062,1.0,0.947889506816864,1.0
0.9762650728225708,1.0,0.9536306858062744,1.0
0.9790475964546204,1.0,0.9589552283287048,1.0
0.9827048778533936,1.0,0.9659978747367859,1.0
0.975186288356781,1.0,0.9515742659568787,1.0
0.9694370031356812,1.0,0.9406867623329163,1.0
0.9695307612419128,1.0,0.9408633708953857,1.0
0.9641165733337402,1.0,0.9307191967964172,1.0
0.9684988260269165,1.0,0.9389216303825378,1.0
0.9706738591194153,1.0,0.9430186748504639,1.0
0.9712246656417847,1.0,0.9440590739250183,1.0
0.9700259566307068,1.0,0.9417965412139893,1.0
0.9608816504478455,1.0,0.9247086048126221,1.0
0.9573293328285217,1.0,0.9181511998176575,1.0
0.9669474959373474,1.0,0.9360100626945496,1.0
0.9646647572517395,1.0,0.93174147605896,1.0
0.9595391750335693,1.0,0.9222252368927002,1.0
0.957119882106781,1.0,0.9177659153938293,1.0
0.9473845958709717,1.0,0.9000291228294373,1.0
0.9415563344955444,1.0,0.8895668387413025,1.0
0.931993305683136,1.0,0.8726474046707153,1.0
0.9316726922988892,1.0,0.8720855116844177,1.0
0.8813689947128296,1.0,0.7878996133804321,1.0
0.788094162940979,1.0,0.650293231010437,1.0
0.9071874618530273,1.0,0.8301399946212769,1.0
0.8906962871551514,1.0,0.8029327392578125,1.0
0.863776445388794,1.0,0.760217010974884,1.0
0.8343029618263245,1.0,0.7157116532325745,1.0
0.8042622208595276,1.0,0.6726075410842896,1.0
0.7650938630104065,1.0,0.6195563077926636,1.0
0.04037005826830864,1.0,0.020600859075784683,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.14953270554542542,1.0,0.08080808073282242,1.0
0.026490066200494766,1.0,0.01342281885445118,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0
0.030358226969838142,1.0,0.015413070097565651,1.0
0.09873949736356735,1.0,0.05193370208144188,1.0
0.09445783495903015,1.0,0.049570053815841675,1.0
0.5720000267028809,1.0,0.4005602300167084,1.0
0.584756076335907,1.0,0.4131839871406555,1.0
0.429170697927475,1.0,0.27321282029151917,1.0
0.05582799017429352,1.0,0.02871556021273136,1.0
0.34263190627098083,1.0,0.20673252642154694,1.0
0.1445937305688858,1.0,0.07793103158473969,1.0
0.004621987231075764,1.0,0.0023163468576967716,1.0
0.0,1.0,0.0,1.0
0.1714915931224823,1.0,0.09378769248723984,1.0
0.018884120509028435,1.0,0.009532062336802483,1.0
0.3036896884441376,1.0,0.17902955412864685,1.0
0.38064655661582947,1.0,0.23506081104278564,1.0
0.39579468965530396,1.0,0.2467232048511505,1.0
0.6148954033851624,1.0,0.44393426179885864,1.0
0.7565595507621765,1.0,0.6084405183792114,1.0
0.7431738376617432,1.0,0.5913099646568298,1.0
0.907914936542511,1.0,0.8313591480255127,1.0
0.897601306438446,0.0,0.8142256140708923,0.0
0.8943349719047546,0.0,0.8088661432266235,0.0
0.9022786617279053,1.0,0.8219560384750366,1.0
0.9083054065704346,1.0,0.8320142030715942,1.0
0.9194706082344055,1.0,0.8509445786476135,1.0
0.9343713521957397,1.0,0.8768264055252075,1.0
0.9444887638092041,1.0,0.8948163986206055,1.0
0.9232038259506226,1.0,0.8573617339134216,1.0
0.936170220375061,1.0,0.8799999952316284,1.0
0.9268909096717834,1.0,0.8637434840202332,1.0
0.9282082319259644,1.0,0.8660341501235962,1.0
0.9370574355125427,1.0,0.8815692067146301,1.0
0.945727527141571,1.0,0.8970428705215454,1.0
0.9459559321403503,1.0,0.8974538445472717,1.0
0.9493655562400818,1.0,0.9036117196083069,1.0
